model  ,workload      ,freq    ,speed                ,power              ,voltage
big    ,cacherate-100 ,1800000 ,0.35219359331476324  ,1314651.1510790002 ,1204694.2446040001
big    ,cacherate-100 ,1900000 ,0.3516713091922006   ,1540555.357143     ,1255125.0
big    ,cacherate-100 ,200000  ,0.6274373259052926   ,157273.014388      ,915611.510791
big    ,cacherate-100 ,2000000 ,0.34575208913649025  ,1878313.453237     ,1319010.791367
big    ,cacherate-100 ,300000  ,0.48502785515320335  ,201355.280576      ,915089.928058
big    ,cacherate-100 ,400000  ,0.4197423398328691   ,241333.30935300002 ,914712.230216
big    ,cacherate-100 ,500000  ,0.3868384401114206   ,279299.464286      ,914535.7142860001
big    ,cacherate-100 ,600000  ,0.365424791086351    ,313430.13669099996 ,913884.8920860001
big    ,cacherate-100 ,700000  ,0.3549791086350975   ,343507.4           ,913767.857143
big    ,cacherate-100 ,800000  ,0.34993036211699163  ,388128.20289899997 ,926250.0
big    ,cacherate-100 ,900000  ,0.34801532033426186  ,443902.76258999994 ,949082.7338129999
big    ,cacherate-20  ,1000000 ,0.16104764558372806  ,582381.128571      ,963750.0
big    ,cacherate-20  ,1100000 ,0.14655893006408469  ,676237.228571      ,989964.2857139999
big    ,cacherate-20  ,1200000 ,0.1350236834772917   ,777843.280576      ,1014811.1510790001
big    ,cacherate-20  ,1300000 ,0.13340763443856227  ,893098.1294959999  ,1040000.0
big    ,cacherate-20  ,1400000 ,0.12794650320423515  ,1014754.5          ,1066098.214286
big    ,cacherate-20  ,1500000 ,0.12571747004736694  ,1131923.5251799999 ,1091276.978417
big    ,cacherate-20  ,1600000 ,0.12259682362775147  ,1295418.776978     ,1129991.007194
big    ,cacherate-20  ,1700000 ,0.12025633881303983  ,1474429.928571     ,1168258.928571
big    ,cacherate-20  ,1800000 ,0.11936472555029255  ,1661624.071429     ,1206223.214286
big    ,cacherate-20  ,1900000 ,0.11719141822234606  ,1942154.2028990001 ,1256938.405797
big    ,cacherate-20  ,200000  ,0.8158261354137643   ,135251.035971      ,915575.539568
big    ,cacherate-20  ,2000000 ,0.11390359431596545  ,2346626.18705      ,1320692.446043
big    ,cacherate-20  ,300000  ,0.5400390080802452   ,183106.84285699998 ,915178.5714290001
big    ,cacherate-20  ,400000  ,0.40401225968236276  ,229582.39568299998 ,914433.453237
big    ,cacherate-20  ,500000  ,0.32265254945667315  ,278629.467626      ,914019.7841729999
big    ,cacherate-20  ,600000  ,0.26859849540261915  ,324782.417266      ,913741.0071940001
big    ,cacherate-20  ,700000  ,0.2301476734466425   ,373113.25899299997 ,913705.0359709999
big    ,cacherate-20  ,800000  ,0.2011702424073558   ,435010.935714      ,926223.2142860001
big    ,cacherate-20  ,900000  ,0.17887991083867372  ,497010.884892      ,938750.0
big    ,cacherate-40  ,1000000 ,0.2522008679479231   ,571294.553957      ,963750.0
big    ,cacherate-40  ,1100000 ,0.25108493490390577  ,644714.8           ,989375.0
big    ,cacherate-40  ,1200000 ,0.24922504649721017  ,722176.94964       ,1014442.446043
big    ,cacherate-40  ,1300000 ,0.24166150030998143  ,808203.9424460001  ,1039937.05036
big    ,cacherate-40  ,1400000 ,0.24203347799132052  ,896081.481481      ,1065009.259259
big    ,cacherate-40  ,1500000 ,0.2409175449473032   ,993697.7664229999  ,1091113.1386860001
big    ,cacherate-40  ,1600000 ,0.2399256044637322   ,1131486.928571     ,1128758.928571
big    ,cacherate-40  ,1700000 ,0.23843769373837573  ,1286150.359712     ,1166726.618705
big    ,cacherate-40  ,1800000 ,0.25976441413515194  ,1422991.89781      ,1205009.1240879998
big    ,cacherate-40  ,1900000 ,0.25815251084934904  ,1675179.781022     ,1256268.248175
big    ,cacherate-40  ,200000  ,0.78735275883447     ,155506.43571400002 ,915500.0
big    ,cacherate-40  ,2000000 ,0.25381277123372603  ,2011107.0503599998 ,1319784.1726620002
big    ,cacherate-40  ,300000  ,0.5207687538747676   ,210672.214286      ,915000.0
big    ,cacherate-40  ,400000  ,0.39057656540607566  ,268186.532374      ,913947.8417270001
big    ,cacherate-40  ,500000  ,0.314941103533788    ,328212.215827      ,913758.9928059999
big    ,cacherate-40  ,600000  ,0.28865468071915684  ,375168.31428600004 ,913741.0714290001
big    ,cacherate-40  ,700000  ,0.2748915065096095   ,414065.586957      ,913641.304348
big    ,cacherate-40  ,800000  ,0.2624922504649721   ,462453.604317      ,925386.690647
big    ,cacherate-40  ,900000  ,0.2556726596404216   ,508199.92086300004 ,939028.7769780001
big    ,cacherate-60  ,1000000 ,0.29816304842872327  ,526621.862319      ,963288.0434780001
big    ,cacherate-60  ,1100000 ,0.29725216335205706  ,594576.1582729999  ,989028.7769780001
big    ,cacherate-60  ,1200000 ,0.29679672081372405  ,667695.028777      ,1013884.8920860001
big    ,cacherate-60  ,1300000 ,0.2881433125853955   ,750664.345324      ,1039469.42446
big    ,cacherate-60  ,1400000 ,0.28829512676483987  ,835049.94964       ,1065008.992806
big    ,cacherate-60  ,1500000 ,0.28783968422650674  ,926335.7841729999  ,1090611.510791
big    ,cacherate-60  ,1600000 ,0.2861697282526188   ,1059788.285714     ,1128750.0
big    ,cacherate-60  ,1700000 ,0.28783968422650674  ,1205222.428571     ,1166464.285714
big    ,cacherate-60  ,1800000 ,0.3104599969637164   ,1355262.826087     ,1204963.7681159999
big    ,cacherate-60  ,1900000 ,0.3095491118870503   ,1584272.919708     ,1256058.3941610001
big    ,cacherate-60  ,200000  ,0.5858509184757856   ,171499.158273      ,915125.8992809999
big    ,cacherate-60  ,2000000 ,0.304387429785942    ,1926652.9496400002 ,1319298.561151
big    ,cacherate-60  ,300000  ,0.4054956732958858   ,231483.45323699998 ,914631.2949639999
big    ,cacherate-60  ,400000  ,0.35630787915591317  ,274341.81295       ,913821.942446
big    ,cacherate-60  ,500000  ,0.3614695612570214   ,300038.28057600005 ,913830.935252
big    ,cacherate-60  ,600000  ,0.3315621679064825   ,338551.80575500004 ,913992.805755
big    ,cacherate-60  ,700000  ,0.3159253074237134   ,372151.69285700005 ,913669.642857
big    ,cacherate-60  ,800000  ,0.3059055715803856   ,420066.911765      ,926240.808824
big    ,cacherate-60  ,900000  ,0.30135114619705483  ,463946.05          ,938544.642857
big    ,cacherate-80  ,1000000 ,0.323543808125306    ,502853.52518       ,962958.633094
big    ,cacherate-80  ,1100000 ,0.3245227606461087   ,569343.884892      ,988750.0
big    ,cacherate-80  ,1200000 ,0.32419644313917445  ,640560.640288      ,1013866.906475
big    ,cacherate-80  ,1300000 ,0.3179964105074238   ,721321.728571      ,1039071.4285709999
big    ,cacherate-80  ,1400000 ,0.317017457986621    ,805193.6330939999  ,1065000.0
big    ,cacherate-80  ,1500000 ,0.31734377549355525  ,897536.8260870001  ,1090144.927536
big    ,cacherate-80  ,1600000 ,0.31620166421928536  ,1028238.561151     ,1128624.100719
big    ,cacherate-80  ,1700000 ,0.3176700930004895   ,1171015.107914     ,1166393.8848920001
big    ,cacherate-80  ,1800000 ,0.3303964757709251   ,1324509.208633     ,1204865.107914
