model  ,freq ,workload      ,power                ,speed
big    ,200  ,cachekiller   ,0.09208462719298245  ,0.3872918766728076
big    ,300  ,cachekiller   ,0.1263339364035088   ,0.5401396160558465
big    ,400  ,cachekiller   ,0.15617578728070178  ,0.6575002950548804
big    ,500  ,cachekiller   ,0.18398263157894737  ,0.7449354817142476
big    ,600  ,cachekiller   ,0.20617709649122806  ,0.8034903007139251
big    ,700  ,cachekiller   ,0.2298281864035088   ,0.8468495857718327
big    ,800  ,cachekiller   ,0.2608787807017544   ,0.8824647552669096
big    ,900  ,cachekiller   ,0.30241068201754384  ,0.9057063892050075
big    ,1000 ,cachekiller   ,0.33206980482456133  ,0.9270321990182212
big    ,1100 ,cachekiller   ,0.3760385416666666   ,0.9395395901846699
big    ,1200 ,cachekiller   ,0.4294105942982456   ,0.9523076923076923
big    ,1300 ,cachekiller   ,0.4814350570175439   ,0.9618439226519336
big    ,1400 ,cachekiller   ,0.5380588114035088   ,0.9593593938350269
big    ,1500 ,cachekiller   ,0.5970272697368421   ,0.9708111875925766
big    ,1600 ,cachekiller   ,0.683689802631579    ,0.9707266074228961
big    ,1700 ,cachekiller   ,0.7840939649122807   ,0.9913516976297246
big    ,1800 ,cachekiller   ,0.886427859649123    ,0.9908227510404438
big    ,1900 ,cachekiller   ,1.0288513114035087   ,1.001402070750647
big    ,2000 ,cachekiller   ,1.214065375          ,1.0
little ,200  ,cachekiller   ,0.010721486842105263 ,0.3388480019463537
little ,300  ,cachekiller   ,0.013950186403508771 ,0.5107494842997937
little ,400  ,cachekiller   ,0.01607074561403509  ,0.6815512600929778
little ,500  ,cachekiller   ,0.01837149342105263  ,0.844987107538298
little ,600  ,cachekiller   ,0.022492695175438594 ,0.942958700067705
little ,700  ,cachekiller   ,0.026349173245614036 ,0.9794303797468356
little ,800  ,cachekiller   ,0.029610820175438604 ,1.0555134520651763
little ,900  ,cachekiller   ,0.03497614692982456  ,1.0848018693408625
little ,1000 ,cachekiller   ,0.04137613377192982  ,1.0844851080397122
little ,1100 ,cachekiller   ,0.047538743421052625 ,1.1271623672230653
little ,1200 ,cachekiller   ,0.05424289692982454  ,1.1267064415006576
little ,1300 ,cachekiller   ,0.06306012061403508  ,1.1296765689952348
little ,1400 ,cachekiller   ,0.07192119736842104  ,1.1376352869103532
little ,1500 ,cachekiller   ,0.08088077192982457  ,1.1260232440626583
big    ,200  ,cacherate-0   ,0.04432949122807018  ,0.09866392600205545
big    ,300  ,cacherate-0   ,0.06438670614035087  ,0.14891108767140276
big    ,400  ,cacherate-0   ,0.08730203728070177  ,0.19902147773447207
big    ,500  ,cacherate-0   ,0.1089503399122807   ,0.2489884842826017
big    ,600  ,cacherate-0   ,0.12972970833333333  ,0.2992145617753395
big    ,700  ,cacherate-0   ,0.14975077412280702  ,0.3491670910016729
big    ,800  ,cacherate-0   ,0.17663739473684215  ,0.39910202045397836
big    ,900  ,cacherate-0   ,0.21046450438596492  ,0.44931199101375974
big    ,1000 ,cacherate-0   ,0.24713299999999996  ,0.49937578027465646
big    ,1100 ,cacherate-0   ,0.275509802631579    ,0.5494505494505492
big    ,1200 ,cacherate-0   ,0.31926567982456133  ,0.5995503372470643
big    ,1300 ,cacherate-0   ,0.3612448815789474   ,0.649350649350649
big    ,1400 ,cacherate-0   ,0.4104827872807018   ,0.6993006993006992
big    ,1500 ,cacherate-0   ,0.4613747149122807   ,0.749063670411985
big    ,1600 ,cacherate-0   ,0.5326947894736843   ,0.7999999999999997
big    ,1700 ,cacherate-0   ,0.620917923245614    ,0.8507018290089321
big    ,1800 ,cacherate-0   ,0.6981606535087719   ,0.9009009009009006
big    ,1900 ,cacherate-0   ,0.829028899122807    ,0.9501187648456056
big    ,2000 ,cacherate-0   ,0.9733738355263157   ,1.0
little ,200  ,cacherate-0   ,0.012218804824561402 ,0.0805369127516778
little ,300  ,cacherate-0   ,0.019135655701754385 ,0.12162983985404412
little ,400  ,cacherate-0   ,0.02521261403508772  ,0.16282225237449108
little ,500  ,cacherate-0   ,0.03230264254385965  ,0.20383031126587103
little ,600  ,cacherate-0   ,0.042244833333333336 ,0.24484799020608017
little ,700  ,cacherate-0   ,0.05293041666666666  ,0.28583338295718436
little ,800  ,cacherate-0   ,0.06486482675438596  ,0.32661948829613485
little ,900  ,cacherate-0   ,0.07996517105263157  ,0.3675626005053983
little ,1000 ,cacherate-0   ,0.09442782017543859  ,0.40875415140934995
